company_name,company_code,trading_time,type,listing_board
QAF,Q01,20220309_081700,stocks,MAINBOARD
Qian Hu,BCV,20220309_081700,stocks,MAINBOARD
QT Vascular,5I0,20220309_081700,stocks,CATALIST
Raffles Edu,NR7,20220309_081700,stocks,MAINBOARD
Raffles Infrastructure^,LUY,20220309_081700,stocks,MAINBOARD
Raffles Medical,BSL,20220309_081700,stocks,MAINBOARD
RE&S Hldg,1G1,20220309_081700,stocks,CATALIST
Reclaims Global,NEX,20220309_081700,stocks,CATALIST
Reenova Investment^,5EC,20220309_081700,stocks,MAINBOARD
Regal Intl,UV1,20220309_081700,stocks,MAINBOARD
Renaissance United,I11,20220309_081700,stocks,MAINBOARD
Resources Gbl,QSD,20220309_081700,stocks,CATALIST
Resources Prima,5MM,20220309_081700,stocks,CATALIST
Revez,RCU,20220309_081700,stocks,CATALIST
Rex Intl,5WH,20220309_081700,stocks,MAINBOARD
RH PetroGas,T13,20220309_081700,stocks,MAINBOARD
RHT HealthTrust,RF1U,20220309_081800,businesstrusts,MAINBOARD
RHT HealthTrust,RF1U,20220309_081700,reits,MAINBOARD
Rich Capital,5G4,20220309_081700,stocks,CATALIST
Riverstone,AP4,20220309_081700,stocks,MAINBOARD
Roxy-Pacific,E8Z,20220309_081700,stocks,MAINBOARD
Ryobi Kiso,BDN,20220309_081700,stocks,MAINBOARD
S&P 3600MBePW220617,WNKW,20220309_081700,structuredwarrants,MAINBOARD
S&P 3800MBePW220318,98SW,20220309_081700,structuredwarrants,MAINBOARD
S&P 4000MBePW220617,XGHW,20220309_081700,structuredwarrants,MAINBOARD
S&P 4200MBePW220318,WSNW,20220309_081700,structuredwarrants,MAINBOARD
S&P 4800MBeCW220617,SDRW,20220309_081700,structuredwarrants,MAINBOARD
S&P 5000MBeCW220318,IENW,20220309_081700,structuredwarrants,MAINBOARD
S&P 5200MBeCW220617,XDUW,20220309_081700,structuredwarrants,MAINBOARD
S&P 5xLongSG250228,CUEW,20220309_081800,dlcertificates,MAINBOARD
S&P 5xLongSG250228A,CYAW,20220309_081800,dlcertificates,MAINBOARD
S&P 5xShortSG250228,CXBW,20220309_081800,dlcertificates,MAINBOARD
S&P 5xShortSG250228A,CZEW,20220309_081800,dlcertificates,MAINBOARD
Sabana Reit,M1GU,20220309_081700,reits,MAINBOARD
Sakae,5DO,20220309_081700,stocks,MAINBOARD
Samko Timber,E6R,20220309_081700,stocks,MAINBOARD
SamuderaShipping,S56,20220309_081700,stocks,MAINBOARD
Samurai 2K,Y8E,20220309_081700,stocks,CATALIST
Sands 5xLongSG221013,DKTW,20220309_081800,dlcertificates,MAINBOARD
Sands 5xShortSG230202,DZEW,20220309_081800,dlcertificates,MAINBOARD
Sands MB eCW220705,8H5W,20220309_081700,structuredwarrants,MAINBOARD
Sands MB ePW220705,KUCW,20220309_081700,structuredwarrants,MAINBOARD
Sanli Env,1E3,20220309_081700,stocks,CATALIST
Santak,580,20220309_081700,stocks,CATALIST
Sapphire,BRD,20220309_081700,stocks,MAINBOARD
Sarine Tech,U77,20220309_081700,stocks,MAINBOARD
Sasseur Reit,CRPU,20220309_081700,reits,MAINBOARD
SATS,S58,20220309_081700,stocks,MAINBOARD
SBI Offshore,5PL,20220309_081700,stocks,CATALIST
SBS Transit,S61,20220309_081700,stocks,MAINBOARD
Second Chance,528,20220309_081700,stocks,MAINBOARD
Secura,43B,20220309_081700,stocks,CATALIST
Sembcorp Ind,U96,20220309_081700,stocks,MAINBOARD
Sembcorp Marine,S51,20220309_081700,stocks,MAINBOARD
Sen Yue,5BS,20220309_081700,stocks,CATALIST
Serial System,S69,20220309_081700,stocks,MAINBOARD
Seroja Inv,IW5,20220309_081700,stocks,MAINBOARD
SGX,S68,20220309_081700,stocks,MAINBOARD
SGX 5xLongSG220630,DGRW,20220309_081800,dlcertificates,MAINBOARD
SGX 5xShortSG220630,DGSW,20220309_081800,dlcertificates,MAINBOARD
SGX 5xShortSG230420,DYKW,20220309_081800,dlcertificates,MAINBOARD
SGX MB eCW220704,NAHW,20220309_081700,structuredwarrants,MAINBOARD
SGX MB eCW221115,VSJW,20220309_081700,structuredwarrants,MAINBOARD
SGX MB ePW220704,RYKW,20220309_081700,structuredwarrants,MAINBOARD
Shanaya,SES,20220309_081700,stocks,CATALIST
Shanghai Turbo,AWM,20220309_081700,stocks,MAINBOARD
Shangri-La HKD,S07,20220309_081700,stocks,MAINBOARD
Shen Yao,A78,20220309_081700,stocks,CATALIST
Sheng Siong,OV8,20220309_081700,stocks,MAINBOARD
Shenshan^,BKV,20220309_081700,stocks,MAINBOARD
SHI ADR US$,K3DD,20220309_081108,adrs,GLOBAL_QUOTE
Shinvest,BJW,20220309_081700,stocks,MAINBOARD
SHKP 5xLongSG221208,DRGW,20220309_081800,dlcertificates,MAINBOARD
SHKP 5xShortSG221208,DPEW,20220309_081800,dlcertificates,MAINBOARD
Shopper360,1F0,20220309_081700,stocks,CATALIST
SHS,566,20220309_081700,stocks,MAINBOARD
SIA,C6L,20220309_081700,stocks,MAINBOARD
SIA 2020 MCBz300608#,WPOB,20220309_054953,retailbonds,MAINBOARD
SIA 2021 MCBz300608#,YQ7B,20220309_064305,retailbonds,MAINBOARD
SIA 3.03% 240328XB,SQ1B,20220309_062850,retailbonds,MAINBOARD
SIA 5xLongSG220630,DSIW,20220309_081800,dlcertificates,MAINBOARD
SIA 5xLongSG230420,DKKW,20220309_081800,dlcertificates,MAINBOARD
SIA 5xLongSG230713,DTGW,20220309_081800,dlcertificates,MAINBOARD
SIA 5xShortSG220328,DHJW,20220309_081800,dlcertificates,MAINBOARD
SIA 5xShortSG240306,DRBW,20220309_081800,dlcertificates,MAINBOARD
SIA Engineering,S59,20220309_081700,stocks,MAINBOARD
SIA MB eCW220915,EUUW,20220309_081700,structuredwarrants,MAINBOARD
SIIC Environment,BHK,20220309_081700,stocks,MAINBOARD
Silkroad Nickel,STP,20220309_081700,stocks,CATALIST
Silverlake Axis,5CP,20220309_081700,stocks,MAINBOARD
Sim Leisure,URR,20220309_081700,stocks,CATALIST
SiMSCI 5xLongSG230420,CVPW,20220309_081800,dlcertificates,MAINBOARD
SiMSCI 5xShortSG230420,CYTW,20220309_081800,dlcertificates,MAINBOARD
SiMSCI 7xLongSG230306,CVBW,20220309_081800,dlcertificates,MAINBOARD
SiMSCI 7xLongSG230404,CZAW,20220309_081800,dlcertificates,MAINBOARD
SiMSCI 7xShortSG230712,CZSW,20220309_081800,dlcertificates,MAINBOARD
SiMSCI 7xShortSG231215,CZDW,20220309_081800,dlcertificates,MAINBOARD
Sin Heng Mach,BKA,20220309_081700,stocks,MAINBOARD
Sinarmas Land,A26,20220309_081700,stocks,MAINBOARD
Sincap,5UN,20220309_081700,stocks,CATALIST
Sing Inv & Fin,S35,20220309_081700,stocks,MAINBOARD
Sing Paincare,FRQ,20220309_081700,stocks,CATALIST
Singapore O&G,1D8,20220309_081700,stocks,CATALIST
SingaporeKitchen,5WG,20220309_081700,stocks,CATALIST
SingaporeLandGrp,U06,20220309_081700,stocks,MAINBOARD
SingHoldings,5IC,20220309_081700,stocks,MAINBOARD
SingIndexFund,S45U,20220309_003003,others,MAINBOARD
SingMedical,5OT,20220309_081700,stocks,CATALIST
SingPost,S08,20220309_081700,stocks,MAINBOARD
SingShipping,S19,20220309_081700,stocks,MAINBOARD
Singtel,Z74,20220309_081700,stocks,MAINBOARD
Singtel 10,Z77,20220309_081700,stocks,MAINBOARD
Singtel 5xLongSG231214,DBYW,20220309_081800,dlcertificates,MAINBOARD
Singtel 5xShortSG230713,DKMW,20220309_081800,dlcertificates,MAINBOARD
SingtelMBeCW220915,ERKW,20220309_081700,structuredwarrants,MAINBOARD
Sinjia Land,5HH,20220309_081700,stocks,CATALIST
Sino Grandness,T4B,20220309_081700,stocks,MAINBOARD
SinoBio 5xLongSG231220,DKLW,20220309_081800,dlcertificates,MAINBOARD
SinoBio 5xShortSG231220,DHVW,20220309_081800,dlcertificates,MAINBOARD
SinoCloud,5EK,20220309_081700,stocks,CATALIST
Sinostar Pec,C9Q,20220309_081700,stocks,MAINBOARD
Sitra,5LE,20220309_081700,stocks,CATALIST
SLB Dev,1J0,20220309_081700,stocks,CATALIST
SMI Vantage^,Y45,20220309_081700,stocks,MAINBOARD
Smoore 5xLongSG220331,DTOW,20220309_081800,dlcertificates,MAINBOARD
Smoore 5xShortSG220316,DXNW,20220309_081800,dlcertificates,MAINBOARD
Soilbuild Const,S7P,20220309_081700,stocks,MAINBOARD
Soilbuild ConstW240729,SYYW,20220309_081700,companywarrants,MAINBOARD
Soon Lian,5MD,20220309_081700,stocks,CATALIST
Soup Restaurant,5KI,20220309_081700,stocks,MAINBOARD
Southern Pkg,BQP,20220309_081700,stocks,MAINBOARD
SouthernAlliance,QNS,20220309_081700,stocks,CATALIST
SP Corp,AWE,20220309_081700,stocks,MAINBOARD
Spackman,40E,20220309_081700,stocks,CATALIST
SPDR DJIA US$,D07,20220309_081800,etfs,MAINBOARD
SPDR S&P500 US$,S27,20220309_081800,etfs,MAINBOARD
SPH,T39,20220309_081700,stocks,MAINBOARD
SPHREIT,SK6U,20220309_081700,reits,MAINBOARD
Spindex Ind,564,20220309_081700,stocks,MAINBOARD
Spura Finance,S23,20220309_081700,stocks,MAINBOARD
Sri Trang Agro,NC2,20220309_081700,stocks,MAINBOARD
Sri Trang Gloves,STG,20220309_081700,stocks,MAINBOARD
ST Engineering,S63,20220309_081700,stocks,MAINBOARD
ST Group Food,DRX,20220309_081700,stocks,CATALIST
Stamford Land,H07,20220309_081700,stocks,MAINBOARD
Stamford Tyres,S29,20220309_081700,stocks,MAINBOARD
Starburst,40D,20220309_081700,stocks,CATALIST
StarhillGbl Reit,P40U,20220309_081700,reits,MAINBOARD
StarHub,CC3,20220309_081700,stocks,MAINBOARD
STI 2850MBePW220428,XNMW,20220309_081700,structuredwarrants,MAINBOARD
STI 3050MBePW220428,YTCW,20220309_081700,structuredwarrants,MAINBOARD
STI 3100MBeCW220428,MWLW,20220309_081700,structuredwarrants,MAINBOARD
STI 3300MBeCW220428,XHDW,20220309_081700,structuredwarrants,MAINBOARD
STI ETF,ES3,20220309_081800,etfs,MAINBOARD
Straco,S85,20220309_081700,stocks,MAINBOARD
Straits Trading,S20,20220309_081700,stocks,MAINBOARD
SunMoonFood,AAJ,20220309_081700,stocks,MAINBOARD
Sunny 5xLongSG220630,DSNW,20220309_081800,dlcertificates,MAINBOARD
Sunny 5xLongSG230920,DSDW,20220309_081800,dlcertificates,MAINBOARD
Sunny 5xShortSG220621,DAHW,20220309_081800,dlcertificates,MAINBOARD
Sunny 5xShortSG220630,DSVW,20220309_081800,dlcertificates,MAINBOARD
Sunny 5xShortSG221201,DAEW,20220309_081800,dlcertificates,MAINBOARD
Sunny 5xShortSG221215,DEBW,20220309_081800,dlcertificates,MAINBOARD
Sunny 5xShortSG230825,DFSW,20220309_081800,dlcertificates,MAINBOARD
Sunny 5xShortSG231214,DSTW,20220309_081800,dlcertificates,MAINBOARD
Sunpower,5GD,20220309_081700,stocks,MAINBOARD
Sunright,S71,20220309_081700,stocks,MAINBOARD
Sunrise Shares,581,20220309_081700,stocks,CATALIST
Suntar Eco-City,BKZ,20220309_081700,stocks,MAINBOARD
Suntec Reit,T82U,20220309_081700,reits,MAINBOARD
SUTL Enterprise,BHU,20220309_081700,stocks,MAINBOARD
Swiber,BGK,20220309_081700,stocks,MAINBOARD
Swing Media Tech,BEV,20220309_081700,stocks,MAINBOARD
Swissco Hldg,ADP,20220309_081700,stocks,MAINBOARD
Sysma,5UO,20220309_081700,stocks,CATALIST
TA,PA3,20220309_081700,stocks,MAINBOARD
TA W220520,CGOW,20220309_081700,companywarrants,MAINBOARD
Tai Sin Electric,500,20220309_081700,stocks,MAINBOARD
Taka Jewellery,42L,20220309_081700,stocks,CATALIST
TalkMed,5G3,20220309_081700,stocks,CATALIST
Tat Seng Pkg,T12,20220309_081700,stocks,MAINBOARD
TC Auto,VI2,20220309_081700,stocks,CATALIST
TCIL HK$,T15,20220309_081700,stocks,GLOBAL_QUOTE
TEE Intl,M1Z,20220309_081700,stocks,MAINBOARD
Teho Intl,5OQ,20220309_081700,stocks,CATALIST
TeleChoice Intl,T41,20220309_081700,stocks,MAINBOARD
Temasek 1.8% 261124XB#,TEMB,20220309_055223,retailbonds,MAINBOARD
Temasek 2.7% 231025XB#,TEKB,20220309_064811,retailbonds,MAINBOARD
Tencent 5xLongSG220318,DSBW,20220309_081800,dlcertificates,MAINBOARD
Tencent 5xLongSG220808,DDLW,20220309_081800,dlcertificates,MAINBOARD
Tencent 5xLongSG231214,DIHW,20220309_081800,dlcertificates,MAINBOARD
Tencent 5xLongUB241231,TSGW,20220309_081800,dlcertificates,MAINBOARD
Tencent 5xShortSG230202,DTCW,20220309_081800,dlcertificates,MAINBOARD
Tencent 5xShortSG230712,DTSW,20220309_081800,dlcertificates,MAINBOARD
Tencent 5xShortSG231214,DMIW,20220309_081800,dlcertificates,MAINBOARD
Tencent 5xShortUB241231,TYTW,20220309_081800,dlcertificates,MAINBOARD
TencentMBeCW220705,QPAW,20220309_081700,structuredwarrants,MAINBOARD
TencentMBePW220705,GAPW,20220309_081700,structuredwarrants,MAINBOARD
ThaiBev,Y92,20220309_081700,stocks,MAINBOARD
ThaiBev 5xLongSG231115,QAHW,20220309_081800,dlcertificates,MAINBOARD
ThaiBev 5xShortSG231115,ELTW,20220309_081800,dlcertificates,MAINBOARD
Thakral,AWI,20220309_081700,stocks,MAINBOARD
The Place Hldg,E27,20220309_081700,stocks,MAINBOARD
TheHourGlass,AGS,20220309_081700,stocks,MAINBOARD
Thomson M W220424,GNLW,20220309_081700,companywarrants,MAINBOARD
Thomson Medical,A50,20220309_081700,stocks,MAINBOARD
Tianjin ZX USD,T14,20220309_081700,stocks,MAINBOARD
TIH,T55,20220309_081700,stocks,MAINBOARD
Tiong Seng,BFI,20220309_081700,stocks,MAINBOARD
Tiong Woon,BQM,20220309_081700,stocks,MAINBOARD
TM ADR US$,N6FD,20220309_020001,adrs,GLOBAL_QUOTE
Top Glove,BVA,20220309_081700,stocks,MAINBOARD
Top Glove MB eCW220831,YKMW,20220309_081700,structuredwarrants,MAINBOARD
Top Glove MB eCW220930,QZBW,20220309_081700,structuredwarrants,MAINBOARD
Tosei,S2D,20220309_081700,stocks,MAINBOARD
Totm Tech,42F,20220309_081700,stocks,CATALIST
Transit Concrete,570,20220309_081700,stocks,MAINBOARD
Travelite,BCZ,20220309_081700,stocks,MAINBOARD
Trek 2000 Intl,5AB,20220309_081700,stocks,MAINBOARD
Trendlines,42T,20220309_081700,stocks,CATALIST
TrickleStar,CYW,20220309_081700,stocks,CATALIST
TRIP ADR US$+,K3RD,20220308_230033,adrs,GLOBAL_QUOTE
Tritech,5G9,20220309_081700,stocks,CATALIST
Triyards,RC5,20220309_081700,stocks,MAINBOARD
TSH,KUH,20220309_081700,stocks,CATALIST
TT Intl,T09,20220309_081700,stocks,MAINBOARD
TTJ,K1Q,20220309_081700,stocks,MAINBOARD
Tuan Sing,T24,20220309_081700,stocks,MAINBOARD
Tung Lok Rest,540,20220309_081700,stocks,CATALIST
Tye Soon,BFU,20220309_081700,stocks,MAINBOARD
UETF SSE50China,JK8,20220309_081800,etfs,MAINBOARD
UGHealthcare,8K7,20220309_081700,stocks,CATALIST
UMS,558,20220309_081700,stocks,MAINBOARD
Uni-Asia Grp,CHJ,20220309_081700,stocks,MAINBOARD
Union Gas,1F2,20220309_081700,stocks,MAINBOARD
Union Steel,BLA,20220309_081700,stocks,MAINBOARD
United Food^,AZR,20220309_081700,stocks,MAINBOARD
Universal Res,BGO,20220309_081700,stocks,MAINBOARD
UnUsUaL,1D1,20220309_081700,stocks,CATALIST
UOA,EH5,20220309_081700,stocks,MAINBOARD
UOB,U11,20220309_081700,stocks,MAINBOARD
UOB 5xLongSG230713,DHBW,20220309_081800,dlcertificates,MAINBOARD
UOB 5xLongSG240306,DOGW,20220309_081800,dlcertificates,MAINBOARD
UOB 5xShortSG221201,DEZW,20220309_081800,dlcertificates,MAINBOARD
UOB 5xShortSG240306,DSMW,20220309_081800,dlcertificates,MAINBOARD
UOB AP GRN REIT S$,GRN,20220309_081800,etfs,MAINBOARD
UOB AP GRN REIT US$,GRE,20220309_081800,etfs,MAINBOARD
UOB Kay Hian,U10,20220309_081700,stocks,MAINBOARD
UOB MB eCW220328,UYUW,20220309_081700,structuredwarrants,MAINBOARD
UOB MB eCW220627,9RMW,20220309_081700,structuredwarrants,MAINBOARD
UOB MB eCW220701,RVVW,20220309_081700,structuredwarrants,MAINBOARD
UOB MB eCW220704,OSSW,20220309_081700,structuredwarrants,MAINBOARD
UOB MB eCW221028,9F4W,20220309_081700,structuredwarrants,MAINBOARD
UOB MB ePW220331,V0ZW,20220309_081700,structuredwarrants,MAINBOARD
UOB MB ePW220701,XGYW,20220309_081700,structuredwarrants,MAINBOARD
UOB MB ePW220704,FYAW,20220309_081700,structuredwarrants,MAINBOARD
UOB MB ePW221101,TFLW,20220309_081700,structuredwarrants,MAINBOARD
UOI,U13,20220309_081700,stocks,MAINBOARD
UOL,U14,20220309_081700,stocks,MAINBOARD
USP Group^,BRS,20220309_081700,stocks,MAINBOARD
UtdHampshReitUSD,ODBU,20220309_081700,reits,MAINBOARD
V2Y Corp,V2Y,20220309_081700,stocks,CATALIST
Vallianz,WPC,20220309_081700,stocks,CATALIST
ValueMax,T6I,20220309_081700,stocks,MAINBOARD
Valuetronics,BN2,20220309_081700,stocks,MAINBOARD
VCPlus,43E,20220309_081700,stocks,CATALIST
Venture,V03,20220309_081700,stocks,MAINBOARD
Venture 5xLongSG230713,DBHW,20220309_081800,dlcertificates,MAINBOARD
Venture 5xShortSG220422,DABW,20220309_081800,dlcertificates,MAINBOARD
Venture 5xShortSG230920,DVCW,20220309_081800,dlcertificates,MAINBOARD
Versalink,40N,20220309_081700,stocks,CATALIST
Vertex SPAC,VT1,20220309_081700,stocks,MAINBOARD
Vertex SPAC U,VTA,20220309_081700,stocks,MAINBOARD
Vertex SPAC W291231,VT2W,20220309_081700,companywarrants,MAINBOARD
Vibrant Group,BIP,20220309_081700,stocks,MAINBOARD
VibroPower,BJD,20220309_081700,stocks,MAINBOARD
VibroPower W250116,PBSW,20220309_081700,companywarrants,MAINBOARD
VICOM Ltd,WJP,20220309_081700,stocks,MAINBOARD
Vicplas Intl,569,20220309_081700,stocks,MAINBOARD
VikingOffshore,1Y1,20220309_081700,stocks,CATALIST
VikingW220701,KZHW,20220309_081700,companywarrants,CATALIST
Vividthree,OMK,20220309_081700,stocks,CATALIST
Wee Hur,E3B,20220309_081700,stocks,MAINBOARD
White Orchid Fund S,BBT,20220308_230033,others,MAINBOARD
Willas-Array,BDR,20220309_081700,stocks,MAINBOARD
Wilmar 5xLongSG240306,DPBW,20220309_081800,dlcertificates,MAINBOARD
Wilmar 5xShortSG221201,DDBW,20220309_081800,dlcertificates,MAINBOARD
Wilmar 5xShortSG230825,DHGW,20220309_081800,dlcertificates,MAINBOARD
Wilmar Intl,F34,20220309_081700,stocks,MAINBOARD
Wilmar MB eCW220615,VBBW,20220309_081700,structuredwarrants,MAINBOARD
Wilmar MB eCW221014,GVVW,20220309_081700,structuredwarrants,MAINBOARD
Wilton Resources,5F7,20220309_081700,stocks,CATALIST
Wing Tai,W05,20220309_081700,stocks,MAINBOARD
Wong Fong Ind,1A1,20220309_081700,stocks,CATALIST
World Precision,B49,20220309_081700,stocks,MAINBOARD
WuxiBio 5xLongSG230215,DSFW,20220309_081800,dlcertificates,MAINBOARD
WuxiBio 5xShortSG221020,DWDW,20220309_081800,dlcertificates,MAINBOARD
Xiaomi 5xLongSG220323,DFQW,20220309_081800,dlcertificates,MAINBOARD
Xiaomi 5xLongSG220705,DTQW,20220309_081800,dlcertificates,MAINBOARD
Xiaomi 5xLongSG221215,DJIW,20220309_081800,dlcertificates,MAINBOARD
Xiaomi 5xLongSG230712,DXLW,20220309_081800,dlcertificates,MAINBOARD
Xiaomi 5xShortSG220705,DCCW,20220309_081800,dlcertificates,MAINBOARD
Xiaomi 5xShortSG230712,DXSW,20220309_081800,dlcertificates,MAINBOARD
Xiaomi 5xShortSG230907,DXBW,20220309_081800,dlcertificates,MAINBOARD
Xiaomi 5xShortSG231214,DSOW,20220309_081800,dlcertificates,MAINBOARD
XIAOMI MBeCW220404,XHRW,20220309_081700,structuredwarrants,MAINBOARD
XIAOMI MBeCW220602,MPNW,20220309_081700,structuredwarrants,MAINBOARD
XIAOMI MBePW220602,X3UW,20220309_081700,structuredwarrants,MAINBOARD
XinyiSolar MB eCW220705,MVYW,20220309_081700,structuredwarrants,MAINBOARD
XMH^,BQF,20220309_081700,stocks,MAINBOARD
XPeng 5xLongSG221223,DXKW,20220309_081800,dlcertificates,MAINBOARD
XPeng 5xShortSG221223,DSJW,20220309_081800,dlcertificates,MAINBOARD
XT MS SING US$,O9A,20220309_081800,etfs,MAINBOARD
XT MSCHINA S$,TID,20220309_081800,etfs,MAINBOARD
XT MSCHINA US$,LG9,20220309_081800,etfs,MAINBOARD
XT MSINDO US$,KJ7,20220309_081800,etfs,MAINBOARD
XT SingGovBond SG$,KV4,20220309_081800,etfs,MAINBOARD
XT Vietnam US$,HD9,20220309_081800,etfs,MAINBOARD
Y Ventures,1F1,20220309_081700,stocks,CATALIST
Yamada Green Res,BJV,20220309_081700,stocks,MAINBOARD
Yangi EURO S,R8P,20220308_230033,others,MAINBOARD
YangzijiMBeCW220315,GGOW,20220309_081700,structuredwarrants,MAINBOARD
YangzijiMBeCW221004,VXMW,20220309_081700,structuredwarrants,MAINBOARD
Yanlord Land,Z25,20220309_081700,stocks,MAINBOARD
Yeo Hiap Seng,Y03,20220309_081700,stocks,MAINBOARD
YHI Intl,BPF,20220309_081700,stocks,MAINBOARD
Ying Li Intl,5DM,20220309_081700,stocks,MAINBOARD
Yoma Strategic,Z59,20220309_081700,stocks,MAINBOARD
Yongmao,BKX,20220309_081700,stocks,MAINBOARD
Yongnam,AXB,20220309_081700,stocks,MAINBOARD
Yunnan Energy,T43,20220309_081700,stocks,MAINBOARD
YuuZoo Networks,AFC,20220309_081700,stocks,MAINBOARD
YZJ 5xLongSG231115,X1KW,20220309_081800,dlcertificates,MAINBOARD
YZJ 5xShortSG231115,5YCW,20220309_081800,dlcertificates,MAINBOARD
YZJ Shipbldg CNY,SO7,20220309_081700,stocks,MAINBOARD
YZJ Shipbldg SGD,BS6,20220309_081700,stocks,MAINBOARD
Zheneng Jinjiang,BWM,20220309_081700,stocks,MAINBOARD
Zhongmin Baihui,5SR,20220309_081700,stocks,MAINBOARD
Zhongxin Fruit,5EG,20220309_081700,stocks,CATALIST
ZICO Hldgs,40W,20220309_081700,stocks,CATALIST
ZNH ADR US$,K3TD,20220308_230033,adrs,GLOBAL_QUOTE
